data;ricoverati;terapia_intensiva;ospedalizzati;isolamento_domiciliare;totale_positivi;variazione_totale_positivi;nuovi_positivi;guariti;deceduti;totale_casi;tamponi;casi_testati;ingressi_terapia_intensiva;totale_positivi_test_molecolare;totale_positivi_test_antigenico_rapido;tamponi_test_molecolare;tamponi_test_antigenico_rapido;diff_ricoverati;diff_terapia_intensiva;diff_ospedalizzati;diff_isolamento_domiciliare;diff_totale_positivi;diff_variazione_totale_positivi;diff_nuovi_positivi;diff_guariti;diff_deceduti;diff_totale_casi;diff_tamponi;diff_totale_positivi_test_molecolare;diff_totale_positivi_test_antigenico_rapido;diff_tamponi_test_molecolare;diff_tamponi_test_antigenico_rapido;diff_casi_testati
"2021-09-22";"3796";"513";"4309";"102250";"106559";"-2954";"3970";"4408806";"130488";"4645853";"90166078";"33802623";"40";"4476186";"169667";"59327279";"30838799";"-141";"-3";"-144";"-2810";"-2954";"47";"3970";"6850";"67";"3970";"292872";"3739";"224";"123763";"169109";"56570"
"2021-09-23";"3650";"505";"4155";"100928";"105083";"-1476";"4061";"4414272";"130551";"4649906";"90477853";"33860806";"30";"4479995";"169911";"59440447";"31037406";"-146";"-8";"-154";"-1322";"-1476";"1478";"4061";"5466";"63";"4061";"311775";"3809";"244";"113168";"198607";"58183"
"2021-09-24";"3553";"489";"4042";"99514";"103556";"-1527";"3797";"4419537";"130603";"4653696";"90765140";"33916870";"35";"4483531";"170165";"59546939";"31218201";"-97";"-16";"-113";"-1414";"-1527";"-51";"3797";"5265";"52";"3797";"287287";"3536";"254";"106492";"180795";"56064"
"2021-09-25";"3497";"481";"3978";"98596";"102574";"-982";"3525";"4423988";"130653";"4657215";"91122631";"33983005";"26";"4486819";"170396";"59652090";"31470541";"-56";"-8";"-64";"-918";"-982";"545";"3525";"4451";"50";"3525";"357491";"3288";"231";"105151";"252340";"66135"
"2021-09-26";"3435";"483";"3918";"98326";"102244";"-330";"3099";"4427373";"130697";"4660314";"91398852";"34041736";"22";"4489787";"170527";"59739534";"31659318";"-62";"2";"-60";"-270";"-330";"652";"3099";"3385";"44";"3099";"276221";"2968";"131";"87444";"188777";"58731"
"2021-09-27";"3487";"488";"3975";"97105";"101080";"-1164";"1772";"4430265";"130742";"4662087";"91522929";"34067918";"29";"4491477";"170610";"59787712";"31735217";"52";"5";"57";"-1221";"-1164";"-834";"1772";"2892";"45";"1772";"124077";"1690";"83";"48178";"75899";"26182"
"2021-09-28";"3418";"459";"3877";"94995";"98872";"-2208";"2985";"4435370";"130807";"4665049";"91861354";"34132266";"19";"4494108";"170941";"59905325";"31956029";"-69";"-29";"-98";"-2110";"-2208";"-1044";"2985";"5105";"65";"2985";"338425";"2631";"331";"117613";"220812";"64348"
"2021-09-29";"3317";"450";"3767";"92212";"95979";"-2893";"3212";"4441412";"130870";"4668261";"92156806";"34191218";"23";"4497094";"171167";"60028656";"32128150";"-101";"-9";"-110";"-2783";"-2893";"-685";"3212";"6042";"63";"3212";"295452";"2986";"226";"123331";"172121";"58952"
"2021-09-30";"3198";"440";"3638";"90670";"94308";"-1671";"3804";"4447126";"130921";"4672355";"92465642";"34253561";"26";"4500976";"171379";"60150908";"32314734";"-119";"-10";"-129";"-1542";"-1671";"1222";"3804";"5714";"51";"3804";"308836";"3882";"212";"122252";"186584";"62343"
"2021-10-01";"3118";"429";"3547";"90105";"93652";"-656";"3405";"4451133";"130973";"4675758";"92759111";"34310886";"20";"4504170";"171588";"60259807";"32499304";"-80";"-11";"-91";"-565";"-656";"1015";"3405";"4007";"52";"3405";"293469";"3194";"209";"108899";"184570";"57325"
"2021-10-02";"3057";"432";"3489";"89260";"92749";"-903";"3312";"4455320";"130998";"4679067";"93115007";"34378233";"27";"4507291";"171776";"60372560";"32742447";"-61";"3";"-58";"-845";"-903";"-247";"3312";"4187";"25";"3312";"355896";"3121";"188";"112753";"243143";"67347"
"2021-10-03";"2991";"431";"3422";"89545";"92967";"218";"2968";"4458036";"131031";"4682034";"93400967";"34432558";"21";"4510102";"171932";"60459617";"32941350";"-66";"-1";"-67";"285";"218";"1121";"2968";"2716";"33";"2968";"285960";"2811";"156";"87057";"198903";"54325"
"2021-10-04";"3032";"437";"3469";"88627";"92096";"-871";"1612";"4460482";"131068";"4683646";"93523181";"34458627";"22";"4511622";"172024";"60510390";"33012791";"41";"6";"47";"-918";"-871";"-1089";"1612";"2446";"37";"1612";"122214";"1520";"92";"50773";"71441";"26069"
"2021-10-05";"2968";"433";"3401";"86898";"90299";"-1797";"2466";"4464692";"131118";"4686109";"93845463";"34515695";"18";"4513785";"172324";"60615507";"33229956";"-64";"-4";"-68";"-1729";"-1797";"-926";"2466";"4210";"50";"2466";"322282";"2163";"300";"105117";"217165";"57068"
"2021-10-06";"2872";"415";"3287";"84960";"88247";"-2052";"3235";"4469937";"131157";"4689341";"94147236";"34573023";"24";"4516730";"172611";"60748686";"33398550";"-96";"-18";"-114";"-1938";"-2052";"-255";"3235";"5245";"39";"3235";"301773";"2945";"287";"133179";"168594";"57328"
"2021-10-07";"2824";"403";"3227";"83946";"87173";"-1074";"2938";"4473903";"131198";"4692274";"94444592";"34626978";"24";"4519532";"172742";"60863483";"33581109";"-48";"-12";"-60";"-1014";"-1074";"978";"2938";"3966";"41";"2938";"297356";"2802";"131";"114797";"182559";"53955"
"2021-10-08";"2742";"383";"3125";"82801";"85926";"-1247";"3023";"4478137";"131228";"4695291";"94716158";"34679503";"17";"4522420";"172871";"60971361";"33744797";"-82";"-20";"-102";"-1145";"-1247";"-173";"3023";"4234";"30";"3023";"271566";"2888";"129";"107878";"163688";"52525"
"2021-10-09";"2692";"367";"3059";"82243";"85302";"-624";"2748";"4481462";"131274";"4698038";"95061127";"34739517";"16";"4524928";"173110";"61075375";"33985752";"-50";"-16";"-66";"-558";"-624";"623";"2748";"3325";"46";"2748";"344969";"2508";"239";"104014";"240955";"60014"
"2021-10-10";"2651";"364";"3015";"81793";"84808";"-494";"2278";"4484207";"131301";"4700316";"95331171";"34789334";"13";"4527045";"173271";"61154936";"34176235";"-41";"-3";"-44";"-450";"-494";"130";"2278";"2745";"27";"2278";"270044";"2117";"161";"79561";"190483";"49817"
"2021-10-11";"2688";"374";"3062";"81044";"84106";"-702";"1516";"4486391";"131335";"4701832";"95445947";"34815383";"18";"4528481";"173351";"61203810";"34242137";"37";"10";"47";"-749";"-702";"-208";"1516";"2184";"34";"1516";"114776";"1436";"80";"48874";"65902";"26049"
"2021-10-12";"2665";"370";"3035";"79511";"82546";"-1560";"2494";"4490388";"131384";"4704318";"95761232";"34869229";"21";"4530578";"173740";"61308451";"34452781";"-23";"-4";"-27";"-1533";"-1560";"-858";"2494";"3997";"49";"2494";"315285";"2097";"389";"104641";"210644";"53846"
"2021-10-13";"2552";"367";"2919";"77532";"80451";"-2095";"2772";"4495215";"131421";"4707087";"96040177";"34924726";"19";"4533143";"173944";"61428982";"34611195";"-113";"-3";"-116";"-1979";"-2095";"-535";"2772";"4827";"37";"2772";"278945";"2565";"204";"120531";"158414";"55497"
"2021-10-14";"2479";"359";"2838";"76530";"79368";"-1083";"2668";"4498924";"131461";"4709753";"96364791";"34985613";"22";"4535597";"174156";"61540896";"34823895";"-73";"-8";"-81";"-1002";"-1083";"1012";"2668";"3709";"40";"2668";"324614";"2454";"212";"111914";"212700";"60887"
"2021-10-15";"2445";"357";"2802";"75720";"78522";"-846";"2732";"4502457";"131503";"4712482";"96870834";"35086597";"20";"4538022";"174460";"61650555";"35220279";"-34";"-2";"-36";"-810";"-846";"237";"2732";"3533";"42";"2732";"506043";"2425";"304";"109659";"396384";"100984"
"2021-10-16";"2371";"352";"2723";"75348";"78071";"-451";"2983";"4505876";"131517";"4715464";"97343369";"35176565";"12";"4540707";"174757";"61765276";"35578093";"-74";"-5";"-79";"-372";"-451";"395";"2983";"3419";"14";"2983";"472535";"2685";"297";"114721";"357814";"89968"
"2021-10-17";"2386";"349";"2735";"74834";"77569";"-502";"2437";"4508789";"131541";"4717899";"97724420";"35237861";"15";"4543006";"174893";"61844834";"35879586";"15";"-3";"12";"-514";"-502";"-51";"2437";"2913";"24";"2437";"381051";"2299";"136";"79558";"301493";"61296"
"2021-10-18";"2428";"358";"2786";"73577";"76363";"-1206";"1597";"4511545";"131585";"4719493";"97944298";"35273695";"26";"4544439";"175054";"61889258";"36055040";"42";"9";"51";"-1257";"-1206";"-704";"1597";"2756";"44";"1597";"219878";"1433";"161";"44424";"175454";"35834"
"2021-10-19";"2423";"355";"2778";"71768";"74546";"-1817";"2697";"4515987";"131655";"4722188";"98606298";"35359040";"27";"4546700";"175488";"62002436";"36603862";"-5";"-3";"-8";"-1809";"-1817";"-611";"2697";"4442";"70";"2697";"662000";"2261";"434";"113178";"548822";"85345"
"2021-10-20";"2464";"355";"2819";"70849";"73668";"-878";"3702";"4520531";"131688";"4725887";"99091911";"35430796";"25";"4550114";"175773";"62124122";"36967789";"41";"0";"41";"-919";"-878";"939";"3702";"4544";"33";"3702";"485613";"3414";"285";"121686";"363927";"71756"
"2021-10-21";"2439";"356";"2795";"70955";"73750";"82";"3794";"4524204";"131724";"4729678";"99666582";"35496496";"22";"4553566";"176112";"62238970";"37427612";"-25";"1";"-24";"106";"82";"960";"3794";"3673";"36";"3794";"574671";"3452";"339";"114848";"459823";"65700"
"2021-10-22";"2443";"343";"2786";"70943";"73729";"-21";"3882";"4528065";"131763";"4733557";"100153800";"35560633";"22";"4557247";"176310";"62351624";"37802176";"4";"-13";"-9";"-12";"-21";"-103";"3882";"3861";"39";"3882";"487218";"3681";"198";"112654";"374564";"64137"
"2021-10-23";"2455";"338";"2793";"71223";"74016";"287";"3908";"4531644";"131802";"4737462";"100645374";"35624315";"20";"4560812";"176650";"62457189";"38188185";"12";"-5";"7";"280";"287";"308";"3908";"3579";"39";"3908";"491574";"3565";"340";"105565";"386009";"63682"
"2021-10-24";"2473";"341";"2814";"71961";"74775";"759";"3725";"4534584";"131826";"4741185";"101049089";"35678991";"18";"4564348";"176837";"62540445";"38508644";"18";"3";"21";"738";"759";"472";"3725";"2940";"24";"3725";"403715";"3536";"187";"83256";"320459";"54676"
"2021-10-25";"2579";"338";"2917";"71737";"74654";"-121";"2535";"4537210";"131856";"4743720";"101271474";"35709838";"16";"4566700";"177020";"62589472";"38682002";"106";"-3";"103";"-224";"-121";"-880";"2535";"2626";"30";"2535";"222385";"2352";"183";"49027";"173358";"30847"
"2021-10-26";"2604";"341";"2945";"72101";"75046";"392";"4054";"4540823";"131904";"4747773";"101911219";"35778002";"37";"4570236";"177537";"62702807";"39208412";"25";"3";"28";"364";"392";"513";"4054";"3613";"48";"4054";"639745";"3536";"517";"113335";"526410";"68164"
"2021-10-27";"2615";"341";"2956";"72409";"75365";"319";"4598";"4545049";"131954";"4752368";"102379323";"35839956";"27";"4574500";"177868";"62828246";"39551077";"11";"0";"11";"308";"319";"-73";"4598";"4226";"50";"4598";"468104";"4264";"331";"125439";"342665";"61954"
"2021-10-28";"2609";"347";"2956";"73822";"76778";"1413";"4866";"4548449";"132004";"4757231";"102949658";"35900791";"32";"4579059";"178172";"62951716";"39997942";"-6";"6";"0";"1413";"1413";"1094";"4866";"3400";"50";"4866";"570335";"4559";"304";"123470";"446865";"60835"
"2021-10-29";"2658";"349";"3007";"75637";"78644";"1866";"5335";"4551882";"132037";"4762563";"103424436";"35959934";"18";"4584087";"178476";"63079137";"40345299";"49";"2";"51";"1815";"1866";"453";"5335";"3433";"33";"5335";"474778";"5028";"304";"127421";"347357";"59143"
"2021-10-30";"2707";"346";"3053";"77328";"80381";"1737";"4878";"4554985";"132074";"4767440";"103901788";"36020618";"20";"4588510";"178930";"63187420";"40714368";"49";"-3";"46";"1691";"1737";"-129";"4878";"3103";"37";"4878";"477352";"4423";"454";"108283";"369069";"60684"
"2021-10-31";"2754";"342";"3096";"79352";"82448";"2067";"4526";"4557417";"132100";"4771965";"104251958";"36077911";"17";"4592777";"179188";"63271453";"40980505";"47";"-4";"43";"2024";"2067";"330";"4526";"2432";"26";"4526";"350170";"4267";"258";"84033";"266137";"57293"
"2021-11-01";"2863";"364";"3227";"80495";"83722";"1274";"2818";"4558941";"132120";"4774783";"104398683";"36105689";"33";"4595482";"179301";"63316846";"41081837";"109";"22";"131";"1143";"1274";"-793";"2818";"1524";"20";"2818";"146725";"2705";"113";"45393";"101332";"27778"
"2021-11-02";"2992";"385";"3377";"81070";"84447";"725";"2834";"4561006";"132161";"4777614";"104637037";"36140579";"34";"4598052";"179562";"63378327";"41258710";"129";"21";"150";"575";"725";"-549";"2834";"2065";"41";"2834";"238354";"2570";"261";"61481";"176873";"34890"
"2021-11-03";"3029";"381";"3410";"81877";"85287";"840";"5188";"4565291";"132224";"4782802";"105354348";"36207265";"31";"4602393";"180409";"63507841";"41846507";"37";"-4";"33";"807";"840";"115";"5188";"4285";"63";"5188";"717311";"4341";"847";"129514";"587797";"66686"
"2021-11-04";"3045";"383";"3428";"83948";"87376";"2089";"5905";"4569045";"132283";"4788704";"105868977";"36272129";"36";"4607812";"180892";"63645336";"42223641";"16";"2";"18";"2071";"2089";"1249";"5905";"3754";"59";"5905";"514629";"5419";"483";"137495";"377134";"64864"
"2021-11-05";"3124";"395";"3519";"86837";"90356";"2980";"6764";"4572775";"132334";"4795465";"106412391";"36334537";"37";"4614013";"181452";"63773771";"42638620";"79";"12";"91";"2889";"2980";"891";"6764";"3730";"51";"6764";"543414";"6201";"560";"128435";"414979";"62408"
"2021-11-06";"3173";"392";"3565";"90128";"93693";"3337";"6764";"4576167";"132365";"4802225";"106904353";"36400705";"23";"4620205";"182020";"63906880";"42997473";"49";"-3";"46";"3291";"3337";"357";"6764";"3392";"31";"6764";"491962";"6192";"568";"133109";"358853";"66168"
"2021-11-07";"3215";"398";"3613";"93380";"96987";"3294";"5822";"4578669";"132385";"4808047";"107339124";"36453042";"26";"4625604";"182443";"64006304";"43332820";"42";"6";"48";"3252";"3294";"-43";"5822";"2502";"20";"5822";"434771";"5399";"423";"99424";"335347";"52337"
"2021-11-08";"3362";"415";"3777";"94998";"98775";"1788";"4197";"4581396";"132423";"4812594";"107588239";"36489224";"35";"4629847";"182747";"64068951";"43519288";"147";"17";"164";"1618";"1788";"-1506";"4197";"2727";"38";"4197";"249115";"4243";"304";"62647";"186468";"36182"
"2021-11-09";"3436";"421";"3857";"96348";"100205";"1430";"6032";"4586009";"132491";"4818705";"108233928";"36555207";"52";"4635128";"183577";"64198051";"44035877";"74";"6";"80";"1350";"1430";"-358";"6032";"4613";"68";"6032";"645689";"5281";"830";"129100";"516589";"65983"
"2021-11-10";"3447";"423";"3870";"98989";"102859";"2654";"7891";"4591328";"132551";"4826738";"108721546";"36622425";"34";"4642418";"184320";"64344604";"44376942";"11";"2";"13";"2641";"2654";"1224";"7891";"5319";"60";"7891";"487618";"7290";"743";"146553";"341065";"67218"
"2021-11-11";"3509";"422";"3931";"102989";"106920";"4061";"8569";"4595897";"132618";"4835435";"109317358";"36687526";"37";"4650544";"184891";"64490144";"44827214";"62";"-1";"61";"4000";"4061";"1407";"8569";"4569";"67";"8569";"595812";"8126";"571";"145540";"450272";"65101"
"2021-11-12";"3525";"445";"3970";"106689";"110659";"3739";"8516";"4600612";"132686";"4843957";"109816293";"36751114";"47";"4658259";"185698";"64623457";"45192836";"16";"23";"39";"3700";"3739";"-322";"8516";"4715";"68";"8516";"498935";"7715";"807";"133313";"365622";"63588"
"2021-11-13";"3597";"453";"4050";"111062";"115112";"4453";"8544";"4604645";"132739";"4852496";"110356664";"36818073";"39";"4665891";"186605";"64758767";"45597897";"72";"8";"80";"4373";"4453";"714";"8544";"4033";"53";"8544";"540371";"7632";"907";"135310";"405061";"66959"
"2021-11-14";"3647";"458";"4105";"115125";"119230";"4118";"7569";"4608056";"132775";"4860061";"110802257";"36876596";"29";"4672800";"187261";"64864335";"45937922";"50";"5";"55";"4063";"4118";"-335";"7569";"3411";"36";"7569";"445593";"6909";"656";"105568";"340025";"58523"
"2021-11-15";"3808";"475";"4283";"116592";"120875";"1645";"5144";"4611566";"132819";"4865260";"111051082";"36911565";"41";"4677651";"187609";"64929977";"46121105";"161";"17";"178";"1467";"1645";"-2473";"5144";"3510";"44";"5144";"248825";"4851";"348";"65642";"183183";"34969"
"2021-11-16";"3970";"481";"4451";"118945";"123396";"2521";"7698";"4616786";"132893";"4873075";"111735792";"36983718";"41";"4684065";"189010";"65078921";"46656871";"162";"6";"168";"2353";"2521";"876";"7698";"5220";"74";"7698";"684710";"6414";"1401";"148944";"535766";"72153"
"2021-11-17";"4060";"486";"4546";"122539";"127085";"3689";"10172";"4623192";"132965";"4883242";"112273557";"37055239";"39";"4693144";"190098";"65254872";"47018685";"90";"5";"95";"3594";"3689";"1168";"10172";"6406";"72";"10172";"537765";"9079";"1088";"175951";"361814";"71521"
"2021-11-18";"4088";"503";"4591";"127922";"132513";"5428";"10638";"4628340";"133034";"4893887";"112899331";"37126648";"55";"4702837";"191050";"65417133";"47482198";"28";"17";"45";"5383";"5428";"1739";"10638";"5148";"69";"10638";"625774";"9693";"952";"162261";"463513";"71409"
"2021-11-19";"4145";"512";"4657";"132473";"137130";"4617";"10544";"4634229";"133082";"4904441";"113437819";"37198784";"39";"4712509";"191932";"65576766";"47861053";"57";"9";"66";"4551";"4617";"-811";"10544";"5889";"48";"10544";"538488";"9672";"882";"159633";"378855";"72136"
"2021-11-20";"4250";"512";"4762";"138639";"143401";"6271";"11555";"4639449";"133131";"4915981";"114012631";"37274564";"50";"4722639";"193342";"65732775";"48279856";"105";"0";"105";"6166";"6271";"1654";"11555";"5220";"49";"11555";"574812";"10130";"1410";"156009";"418803";"75780"
"2021-11-21";"4345";"520";"4865";"143895";"148760";"5359";"9709";"4643751";"133177";"4925688";"114499740";"37340316";"35";"4731444";"194244";"65859791";"48639949";"95";"8";"103";"5256";"5359";"-912";"9709";"4302";"46";"9709";"487109";"8805";"902";"127016";"360093";"65752"
"2021-11-22";"4507";"549";"5056";"146458";"151514";"2754";"6404";"4647330";"133247";"4932091";"114767310";"37377595";"54";"4737392";"194699";"65933097";"48834213";"162";"29";"191";"2563";"2754";"-2605";"6404";"3579";"70";"6404";"267570";"5948";"455";"73306";"194264";"37279"
"2021-11-23";"4597";"560";"5157";"149353";"154510";"2996";"10047";"4654295";"133330";"4942135";"115456590";"37452240";"61";"4745794";"196341";"66090711";"49365879";"90";"11";"101";"2895";"2996";"242";"10047";"6965";"83";"10047";"689280";"8402";"1642";"157614";"531666";"74645"
"2021-11-24";"4629";"573";"5202";"154115";"159317";"4807";"12448";"4661853";"133415";"4954585";"116019095";"37530712";"49";"4756693";"197892";"66278086";"49741009";"32";"13";"45";"4762";"4807";"1811";"12448";"7558";"85";"12448";"562505";"10899";"1551";"187375";"375130";"78472"
"2021-11-25";"4689";"588";"5277";"161321";"166598";"7281";"13764";"4668257";"133486";"4968341";"116669093";"37610375";"57";"4769052";"199289";"66454367";"50214726";"60";"15";"75";"7206";"7281";"2474";"13764";"6404";"71";"13764";"649998";"12359";"1397";"176281";"473717";"79663"
"2021-11-26";"4748";"606";"5354";"167264";"172618";"6020";"13686";"4675867";"133537";"4982022";"117226273";"37686249";"58";"4781272";"200750";"66622177";"50604096";"59";"18";"77";"5943";"6020";"-1261";"13686";"7610";"51";"13686";"557180";"12220";"1461";"167810";"389370";"75874"
"2021-11-27";"4826";"624";"5450";"173496";"178946";"6328";"12877";"4682318";"133627";"4994891";"117823171";"37757547";"68";"4793225";"201666";"66793350";"51029821";"78";"18";"96";"6232";"6328";"308";"12877";"6451";"90";"12877";"596898";"11953";"916";"171173";"425725";"71298"
"2021-11-28";"4964";"638";"5602";"180841";"186443";"7497";"12932";"4687701";"133674";"5007818";"118335763";"37837579";"39";"4804631";"203187";"66928963";"51406800";"138";"14";"152";"7345";"7497";"1169";"12932";"5383";"47";"12932";"512592";"11406";"1521";"135613";"376979";"80032"
"2021-11-29";"5135";"669";"5804";"183839";"189643";"3200";"7975";"4692408";"133739";"5015790";"118611763";"37877849";"58";"4811791";"203999";"67009417";"51602346";"171";"31";"202";"2998";"3200";"-4297";"7975";"4707";"65";"7975";"276000";"7160";"812";"80454";"195546";"40270"
"2021-11-30";"5227";"683";"5910";"188360";"194270";"4627";"12764";"4700449";"133828";"5028547";"119331735";"37958214";"64";"4821623";"206924";"67180429";"52151306";"92";"14";"106";"4521";"4627";"1427";"12764";"8041";"89";"12764";"719972";"9832";"2925";"171012";"548960";"80365"
"2021-12-01";"5248";"686";"5934";"193849";"199783";"5513";"15085";"4709906";"133931";"5043620";"119905510";"38042146";"62";"4834565";"209055";"67376786";"52528724";"21";"3";"24";"5489";"5513";"886";"15085";"9457";"103";"15085";"573775";"12942";"2131";"196357";"377418";"83932"
